Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
HDSigDB_Mouse_2021	Genes Down-Regulated In Endothelial Cells Of HD Patients Vs Control PMID32681824	28/717	9.928814e-11	5.205536e-09	0	0	4.982658e+00	1.147655e+02	RPL3;RPL32;RPLP1;POMP;RPLP0;SLC2A1;RPL8;ACTB;RPS15;RPS14;TUBA1B;GUK1;FTH1;RPL19;JAG2;CAR2;RPL41;MDH1;RPS8;CNBP;RPS5;COX6C;SOD1;EEF1A1;RPS26;VIM;RPL29;CRYAB
HDSigDB_Mouse_2021	Genes Up-Regulated In Neuro2a Htt72Q-i Vs Htt25Q-ni PMID28743452	40/1411	1.172995e-10	5.979016e-09	0	0	3.737134e+00	8.545440e+01	RPL4;RPL3;HSP90AB1;RPL32;RPLP1;CRABP1;RPLP0;SLC2A1;RPL8;ACTB;FAM149A;DUSP14;RPS15;RPS14;LGALS1;PPP2R1A;FTH1;0610012G03RIK;RPLP2;PHLDA1;RPL19;1810058I24RIK;HSPA8;RPL41;ANXA2;HSPA5;RPL23;RPS5;RPL22;IGFBP2;ANXA5;MMP9;SOD1;EEF1A1;RPS26;EEF1G;1810010H24RIK;RPL26;ALDOA;RPS21
HDSigDB_Mouse_2021	Insoluble Proteins Enriched In Hippocampus Of 12 Wk R6/2 Mice Vs WT PMID29166617	16/212	1.267380e-10	6.285520e-09	0	0	9.533528e+00	2.172586e+02	EIF5A;HSPA8;CCT2;NPM1;HSP90AB1;ACTB;SOD1;EEF1A1;RPS14;TUBA1B;TUBB5;ACTC1;SERBP1;RPL26;VIM;ALDOA
HDSigDB_Mouse_2021	Genes Up-Regulated In Mouse Microglia During Accelerated Aging PMID26001565	20/379	3.547176e-10	1.712913e-08	0	0	6.609484e+00	1.438204e+02	RPL41;NPM1;RPL3;RPS8;RPS5;RPLP1;ANXA5;SLC2A1;ATP5K;HSPE1;COX6C;EEF1A1;RPS26;RPS15;EEF1G;RPS14;LGALS1;FTH1;RPL29;RPS21
HDSigDB_Mouse_2021	Top Astrocyte-Expressed Genes In Humans And Mice PMID29892006	33/1041	4.077584e-10	1.918556e-08	0	0	4.077736e+00	8.816206e+01	RPL4;SPARC;RPL3;DDX3X;HSP90AB1;ACTB;ATP5B;GJA1;TUBA1B;LARP1;PPP2R1A;FTH1;SNX5;SH3GLB1;CAR2;HSPA8;NPM1;HSPA5;NDUFA5;MDH1;CNBP;ANXA5;SOD1;EEF1A1;NCL;NEDD4;NF1;VIM;CYTB;ALDOA;CRYAB;GAS5;EIF4G2
HDSigDB_Mouse_2021	ABeta-induced Microglial Genes PMID14612454	22/492	1.011045e-09	4.638170e-08	0	0	5.589861e+00	1.157788e+02	EIF5A;HSPA8;RPL41;NPM1;RPL3;DDX3X;HSP90AB1;RPL32;NDUFA5;PARP1;RPS8;RPL23;RPS5;RPLP1;RPLP0;HSPE1;RPL8;COX6C;FTH1;C1QBP;RPL26;RPL19
HDSigDB_Mouse_2021	Genes Changed In Striatal Cholinergic Interneurons Of zQ175DN Vs HdhQ20 PMID32681824	28/806	1.396032e-09	6.248093e-08	0	0	4.392130e+00	8.955391e+01	RARG;RPL3;RPL32;RPLP1;CRIP2;RPL8;UBE2J1;DUSP14;RPS15;RPS14;ATP5B;FTH1;RPLP2;EIF5A;RPL41;RPS8;HSPA4;RPS5;RPL22;EEF1A1;RPS26;NEDD4;NF1;RPL26;RPL29;RPS21;GAS5;EIF4G2
HDSigDB_Mouse_2021	Down-regulated Genes In Gonadal Adipose Tissue Of 6 Mon HD Q175 Mice Vs WT GSE76752	65/3407	1.518098e-09	6.632644e-08	0	0	2.692520e+00	5.467380e+01	RPL4;COX7B;RPL32;RPLP1;RPLP0;BCCIP;RPL8;PHB2;NUBP1;RPS15;RPS14;MED11;TUBA1B;LGALS1;PPP2R1A;TMEM88;FTH1;C1QBP;RPLP2;TXNL4A;SH3GLB1;EIF5A;CCT3;1810058I24RIK;CCT2;RPS8;RPL23;RPS5;RPL22;EEF1A1;EEF1G;DKC1;UNC50;1810010H24RIK;RPL26;RPL29;ALDOA;RNASEH2C;SNORD15B;POMP;A930005H10RIK;ATP5K;STIP1;ATP5B;PPP4C;0610012G03RIK;YKT6;CCT5;RPL19;MBD3;RPL41;NPM1;NDUFA5;MDH1;CNBP;HSPE1;RPL34-PS1;COX6C;SOD1;RPS26;AIMP1;RHEB;EIF3L;CYTB;RPS21
HDSigDB_Mouse_2021	Up-regulated Genes In Human Neurodegenerative Prefrontal Cortex PMID29375298	49/2199	2.542694e-09	1.085080e-07	0	0	2.982374e+00	5.902130e+01	RPL4;RARG;RPL3;DDX3X;RPL32;RPLP1;RPLP0;BCCIP;SLC2A1;RPL8;RPS15;CDH5;RPS14;GJA1;CHEK2;RPLP2;PHLDA1;CCT3;TIGD5;ANXA2;TCF15;RPS8;IFT140;RPL23;RPS5;RPL22;ANXA5;MMP9;RPL26;1700030K09RIK;RPL29;FKBP4;RNASEH2C;CRABP2;CRABP1;RASIP1;STIP1;PPP4C;PODXL;G3BP1;YKT6;RPL19;MBD3;IGF2;HSPE1;H19;NEDD4;VIM;RPS21
HDSigDB_Mouse_2021	Genes Changed In Meclizine Treated STHdhQ111 Vs Control GSE129143	60/3099	5.145556e-09	2.080275e-07	0	0	2.671242e+00	5.098100e+01	RPL4;KCNK5;RARG;SPARC;HSP90AB1;RPL32;RPLP0;BCCIP;SLC2A1;RPL8;MKI67;WDR89;PHB2;ACTB;NUBP1;DUSP14;RPS14;TUBA1B;TUBB5;FTH1;C1QBP;SUFU;ANXA6;TXNL4A;RRP15;EIF5A;CCT2;ANXA2;RPS8;RPL23;RPS5;RPL22;EEF1A1;EEF1G;DKC1;NCL;RPL29;FKBP4;CRYAB;GAS5;CRABP2;CRIP2;THBS3;LARP1;TCOF1;G3BP1;SNX5;CCT5;RPL19;NAA50;MBD3;NPM1;HSPA5;HSPA4;CNBP;HSPE1;RPS26;AIMP1;LPCAT4;VIM
HDSigDB_Mouse_2021	Insoluble Proteins Enriched In Cerebellum Of 12 Wk R6/2 Mice Vs WT PMID29166617	11/109	5.195408e-09	2.080275e-07	0	0	1.279332e+01	2.440389e+02	EEF1A1;ATP5B;HSPA8;TUBA1B;NPM1;TUBB5;ACTC1;KRT8;VIM;ALDOA;ACTB
HDSigDB_Mouse_2021	Genes Up-Regulated In 4-Deoxypyridoxine Treated STHdhQ111 Vs Control GSE129143	20/443	5.214859e-09	2.080275e-07	0	0	5.591017e+00	1.066305e+02	RPL4;HSPA8;RPL32;RPS8;RPL23;RPS5;RPL22;RPLP0;HSPE1;RPS26;RPS15;EEF1G;RPS14;FTH1;RPLP2;VIM;RPL29;GAS5;SNX5;RPL19
HDSigDB_Mouse_2021	Genes Up-Regulated In Neuro2a Htt72Q (72Q-ni+72Q-i) Vs Htt25Q (25Q-ni) PMID28743452	31/1045	7.200447e-09	2.811238e-07	0	0	3.756958e+00	7.043967e+01	RPL3;RPL32;RPLP1;RPLP0;SLC2A1;RPL8;DUSP14;RPS15;RPS14;LGALS1;PPP2R1A;FTH1;0610012G03RIK;RPLP2;PHLDA1;RPL19;1810058I24RIK;HSPA8;RPL41;ANXA2;HSPA5;RPL23;RPS5;IGFBP2;ANXA5;MMP9;SOD1;1810010H24RIK;RPL26;ALDOA;RPS21
HDSigDB_Mouse_2021	Cortex RNA M22 Module (Darkgreen) PMID26900923	22/570	1.484660e-08	5.675732e-07	0	0	4.774894e+00	8.606983e+01	RPL4;EIF5A;COX7B;RPL32;NDUFA5;RPL23;RPL22;POMP;ATP5K;HSPE1;COX6C;ACTB;SOD1;EEF1A1;AIMP1;EEF1G;TUBA1B;PPP2R1A;EIF3L;UNC50;YKT6;GAS5
HDSigDB_Mouse_2021	Recycling endosome/trans-Golgi Network Protein Composition PMID16615899	16/295	1.525758e-08	5.713806e-07	0	0	6.669056e+00	1.200309e+02	NAA50;RPL4;EIF5A;CCT2;NPM1;DDX3X;RPL32;RPS8;RPL22;RPLP0;RPL8;EEF1A1;RPS14;NCL;SERBP1;G3BP1
HDSigDB_Mouse_2021	Mbf1 Suppressor Deletion In Htt103Q Yeasts Vs Control Htt25Q Strain GSE18644	35/1342	1.805012e-08	6.624394e-07	0	0	3.326512e+00	5.931209e+01	RPL4;DDX3X;HSP90AB1;RPL32;RPLP1;POMP;RPLP0;SLC2A1;WDR89;PHB2;NUBP1;RPS14;TUBA1B;TUBB5;PPP2R1A;GUK1;CHEK2;RPLP2;TXNL4A;YKT6;CCT5;EIF5A;HSPA8;HSPA4;RPL23;DCAKD;RPL22;HSPE1;SOD1;RPS26;EEF1G;DKC1;RPL26;RPL29;RPS21
HDSigDB_Mouse_2021	Genes Up-Regulated In Neuro2a Htt25Q-ni Vs Htt72Q-ni Vs Htt72Q-i: Transcriptional Signature 3 PMID28743452	16/303	2.220902e-08	7.990891e-07	0	0	6.480504e+00	1.142044e+02	ATF2;HSPA8;HSP90AB1;ANXA2;HSPA5;PARP1;RPLP1;KRT8;MMP9;ACTB;EEF1G;GJA1;C1QBP;G3BP1;VIM;ALDOA
HDSigDB_Mouse_2021	Down-regulated Genes In HD Fibroblasts After Neuronal Differentiation GSE84013	53/2691	3.356708e-08	1.184531e-06	0	0	2.634525e+00	4.533944e+01	RPL4;RARG;SPARC;RPL3;PLXND1;RPL32;RPLP1;RPLP0;SLC2A1;RPL8;MKI67;ACTB;DUSP14;RPS14;GJA1;TUBA1B;TUBB5;LGALS1;MDK;RPLP2;SH3GLB1;UNC45A;ANXA2;RPS8;IFT140;RPL23;RPS5;RPL22;ANXA5;KRT8;EEF1A1;EEF1G;DKC1;RPL26;RPL29;ALDOA;GAS5;CRIP2;THBS3;PODXL;G3BP1;SNX5;RPL19;NAA50;MBD3;BTBD19;RPL41;NPM1;RPS26;EIF3L;VIM;RPS21;EIF4G2
HDSigDB_Mouse_2021	The Global Ubiquitinome Data Of The Soluble Fraction From The Brains Of Q175 And WT Mice PMID31138642	23/652	3.583715e-08	1.240777e-06	0	0	4.357711e+00	7.470981e+01	RPL4;CAR2;HSPA8;CCT2;RPL3;HSP90AB1;MDH1;ANXA5;SLC2A1;ACTB;SOD1;EEF1A1;EEF1G;ATP5B;GJA1;TUBA1B;DLG3;PPP2R1A;FASN;ANXA6;FKBP4;ALDOA;RPL19
HDSigDB_Mouse_2021	Plasma Membrane Protein Composition PMID16615899	14/234	3.705410e-08	1.259153e-06	0	0	7.335401e+00	1.255152e+02	NAA50;CCT3;CCT2;RPS8;KRT8;RPL8;EEF1A1;RPS14;KRT18;NCL;VIM;RPS21;SNX5;CCT5
HDSigDB_Mouse_2021	Genes Up-Regulated In Human Symptomatic HD BA9 Vs Control GSE129473	57/3084	7.824497e-08	2.610537e-06	0	0	2.489336e+00	4.073406e+01	RPL4;SPARC;DDX3X;RPL32;RPLP1;RPLP0;BCCIP;SLC2A1;RPL8;NUBP1;CDH5;RPS14;GJA1;PCF11;CHEK2;KDR;RPLP2;PHLDA1;CCT3;TIGD5;ANXA2;TCF15;RPS8;RPL23;RPS5;RPL22;ANXA5;KRT8;MMP9;EEF1A1;EEF1G;RPL26;RPL29;FKBP4;RNASEH2C;CRABP2;POMP;CRABP1;GSPT1;UBE2J1;STIP1;PODXL;G3BP1;ALX4;CCT5;RPL19;MBD3;RPL41;CNBP;IGF2;HSPE1;RPS26;KRT18;NEDD4;SERBP1;VIM;RPS21
HDSigDB_Mouse_2021	Differentially Expressed Genes In Cerebellum Of 6 Mon HD Q140 Mice Vs Q20 GSE78270	51/2611	8.824475e-08	2.891591e-06	0	0	2.584751e+00	4.198450e+01	RPL4;ATF2;PLVAP;COX7B;RPL3;RPL32;RPLP1;CITED4;RPL8;RPS15;RPS14;LGALS1;ZMYM2;TMEM88;MDK;GUK1;CHEK2;FTH1;C1QBP;RPLP2;EIF5A;1810058I24RIK;RPS8;RPL23;RPS5;IGFBP2;KRT8;EEF1A1;RPL26;FKBP4;CRYAB;ANAPC1;RNASEH2C;ATP5K;CRIP2;GSPT1;LARP1;RPL19;MBD3;CAR2;RPL41;NDUFA5;CNBP;COX6C;SOD1;RPS26;H19;KRT18;FASN;PKIG;RPS21
HDSigDB_Mouse_2021	Genes Down-Regulated In Mbf1 Suppressor Deletion In Htt103Q Yeasts Vs Control Htt25Q Strain GSE18644	28/987	1.076534e-07	3.433304e-06	0	0	3.529291e+00	5.662517e+01	RPL4;DDX3X;HSP90AB1;RPL32;RPLP1;POMP;SLC2A1;WDR89;NUBP1;RPS14;TUBA1B;PPP2R1A;GUK1;CHEK2;RPLP2;TXNL4A;YKT6;HSPA8;HSPA4;RPL23;DCAKD;RPL22;HSPE1;SOD1;RPS26;RPL26;RPL29;RPS21
HDSigDB_Mouse_2021	Alzheimer Disease Down-Regulated Genes In CA1 Area Of Hippocampus Liang PMID18270320	50/2549	1.085186e-07	3.433304e-06	0	0	2.585661e+00	4.146455e+01	RPL4;COX7B;RPL3;DDX3X;HSP90AB1;RPL32;RPLP0;BCCIP;RPL8;PHB2;ACTB;RPS15;RPS14;TUBA1B;TUBB5;PPP2R1A;FTH1;C1QBP;ANXA6;RPLP2;CCT3;CCT2;PARP1;RPL23;DCAKD;EEF1A1;EEF1G;DKC1;NCL;RPL29;ALDOA;POMP;ATP5B;0610012G03RIK;YKT6;SNX5;CCT5;RPL19;HSPA8;RPL41;NPM1;MDH1;CNBP;COX6C;SOD1;RPS26;NASP;DLG3;SERBP1;EIF4G2
HDSigDB_Mouse_2021	Genes Down-Regulated In Striatal Cholinergic Interneurons Of zQ175DN Vs HdhQ20 PMID32681824	21/586	1.133956e-07	3.526796e-06	0	0	4.389717e+00	7.020204e+01	RPL41;RARG;RPL3;RPL32;RPS8;RPS5;RPLP1;RPL22;CRIP2;RPL8;DUSP14;EEF1A1;RPS26;RPS15;RPS14;FTH1;RPLP2;RPL26;RPL29;RPS21;GAS5
HDSigDB_Mouse_2021	Genes Up-Regulated In Neuro2a Htt25Q-ni Vs Htt72Q-ni Vs Htt72Q-i: Transcriptional Signature 1 PMID28743452	11/147	1.183687e-07	3.620109e-06	0	0	9.200952e+00	1.467502e+02	RPS15;RPS14;RPL3;LGALS1;ANXA2;PPP2R1A;FTH1;RPLP0;ANXA5;SLC2A1;RPL19
HDSigDB_Mouse_2021	Genes Changed In Mouse Microglia During Accelerated Aging PMID26001565	20/541	1.411347e-07	4.245611e-06	0	0	4.516408e+00	7.123980e+01	RPL41;NPM1;RPL3;RPS8;RPS5;RPLP1;ANXA5;SLC2A1;ATP5K;HSPE1;COX6C;EEF1A1;RPS26;RPS15;EEF1G;RPS14;LGALS1;FTH1;RPL29;RPS21
HDSigDB_Mouse_2021	Cortex RNA M17 Module (Grey60) PMID26900923	14/262	1.505590e-07	4.456062e-06	0	0	6.497913e+00	1.020751e+02	RPL41;RPS5;RPL8;PHB2;RPS15;RPS14;TUBB5;PPP4C;GUK1;FTH1;0610012G03RIK;RPL29;TXNL4A;RPS21
HDSigDB_Mouse_2021	Genes Changed In Endothelial Cells Of HD Patients Vs Control PMID32681824	48/2441	1.984473e-07	5.780172e-06	0	0	2.569701e+00	3.965753e+01	ATF2;RPL3;DDX3X;HSP90AB1;RPL32;RPLP1;POMP;RPLP0;SLC2A1;CRIP2;RPL8;SPPL3;ACTB;UBE2J1;RPS15;RPS14;STIP1;GJA1;TUBA1B;LARP1;ZMYM2;GUK1;FTH1;SUFU;G3BP1;RPL19;NAA50;JAG2;MBD3;CAR2;RPL41;MDH1;RPS8;HSPA4;CNBP;RPS5;COX6C;SOD1;EEF1A1;RPS26;NASP;RHEB;NEDD4;NF1;VIM;RPL29;FKBP4;CRYAB
HDSigDB_Mouse_2021	Genes Up-Regulated In dSPNs Of HdhQ170 Vs HdhQ20 PMID32681824	15/318	2.687570e-07	7.705768e-06	0	0	5.715918e+00	8.647874e+01	RPL4;HSPA8;CCT2;COX7B;RPL32;MDH1;RPS8;RPLP1;ANXA5;EEF1A1;ATP5B;TUBA1B;RPL26;GAS5;CCT5
HDSigDB_Mouse_2021	Insoluble Proteins Enriched In Striatum Of 12 Wk R6/2 Mice Vs WT PMID29166617	8/75	4.393763e-07	1.240393e-05	0	0	1.339824e+01	1.961222e+02	EIF5A;EEF1A1;TUBA1B;TUBB5;LARP1;ACTC1;VIM;ACTB
HDSigDB_Mouse_2021	The Global Ubiquitinome Data Of The Insoluble Fraction From The Brains Of Q175 And WT Mice PMID31138642	12/209	5.590276e-07	1.554266e-05	0	0	6.948058e+00	1.000317e+02	EEF1A1;RPL4;HSPA8;GJA1;TUBA1B;TUBB5;RPL3;PPP2R1A;ANXA6;RPLP2;ALDOA;ACTB
HDSigDB_Mouse_2021	Genes Up-Regulated In Control Vs Mitomycin Treated NSCs GSE24116	43/2138	5.691557e-07	1.558807e-05	0	0	2.579607e+00	3.709246e+01	RPL4;KCNK5;RNASEH2C;COX7B;DDX3X;HSP90AB1;RPLP0;BCCIP;MKI67;WDR89;PHB2;ACTB;GSPT1;NUBP1;MED11;PPP4C;TCOF1;TMEM88;CHEK2;C1QBP;G3BP1;POLE;SNX5;RRP15;CCT5;EIF5A;CCT3;MBD3;HSPA8;CCT2;NDUFA5;PARP1;HSPA4;HSPE1;COX6C;SOD1;NASP;EIF3L;LPCAT4;FASN;SERBP1;FKBP4;PKIG
HDSigDB_Mouse_2021	Mitochondrion-specific Gene Module M4 From Mouse Brain PMID20616000	12/211	6.187287e-07	1.669658e-05	0	0	6.877527e+00	9.831837e+01	1810058I24RIK;RNASEH2C;RPL41;LGALS1;ANXA2;NDUFA5;MDK;GUK1;0610012G03RIK;C1QBP;RPLP1;RPLP0
HDSigDB_Mouse_2021	Endoplasmic Reticulum Protein Composition PMID16615899	12/215	7.553741e-07	2.008857e-05	0	0	6.740635e+00	9.501634e+01	EEF1A1;RPS15;CCT2;NPM1;RPS8;NCL;SERBP1;G3BP1;RPLP0;ANXA6;CRIP2;RPL8
HDSigDB_Mouse_2021	Mutant And Wild Type Cytoplasmic HTT Interacting Proteins PMID22556411	15/350	9.047110e-07	2.371635e-05	0	0	5.161441e+00	7.182481e+01	RPL4;RPL3;RPL32;RPL23;RPLP1;RPLP0;ACTB;RPS15;RPS14;ACTC1;SERBP1;G3BP1;RPLP2;RPS21;RPL19
HDSigDB_Mouse_2021	Genes Down-Regulated In Friedreich Ataxia iPSCs Expression Vs SC41-MSC Cell Line GSE22651	70/4470	9.992208e-07	2.582493e-05	0	0	2.151356e+00	2.972375e+01	RPL4;KCNK5;COX7B;RPL3;DDX3X;HSP90AB1;RPLP1;CITED4;RPLP0;BCCIP;HBA-A2;RPL8;MKI67;WDR89;PHB2;RPS15;RPS14;MED11;TUBB5;ZMYM2;MDK;PCF11;CHEK2;C1QBP;KDR;POLE;RRP15;CCT3;CCT2;TCF15;PARP1;RPL23;RPS5;IGFBP2;KRT8;MMP9;SFRP1;MYL7;DKC1;NCL;1810010H24RIK;RPL29;FKBP4;ANAPC1;CRABP2;CRABP1;RASIP1;FAM149A;STIP1;PODXL;G3BP1;SNORD34;SNX5;CCT5;NAA50;JAG2;CAR2;HSPA8;MDH1;HSPA4;CNBP;HSPE1;RPS26;KRT18;ACTC1;NASP;DLG3;SERBP1;RPS21;EIF4G2
HDSigDB_Mouse_2021	Up-regulated Genes In HD NPCs Vs Control NPCs GSE95343	35/1589	1.061352e-06	2.704973e-05	0	0	2.760445e+00	3.797259e+01	RPL4;SPARC;RPL3;CRABP2;RPL32;RPLP1;RPLP0;RPL8;PHB2;THBS3;LGALS1;SUFU;G3BP1;ANXA6;ALX4;RPLP2;CCT5;NAA50;CCT3;BTBD19;RPL41;NPM1;RPS8;RPS5;RPL22;EEF1A1;EEF1G;H19;ACTC1;EIF3L;NCL;RPL26;CYTB;RPS21;GAS5
HDSigDB_Mouse_2021	Genes Up-Regulated In Motor Vs Somato-Sensory Neurons PMID17005859	8/87	1.385468e-06	3.482650e-05	0	0	1.135616e+01	1.531886e+02	RPS14;C1QBP;0610012G03RIK;RPLP0;RPL22;RPL26;RPL29;RPL19
HDSigDB_Mouse_2021	Bna4 Suppressor Deletion In Htt103Q Yeasts Vs Control Htt25Q Strain GSE18644	36/1692	1.626696e-06	4.033766e-05	0	0	2.667450e+00	3.555433e+01	RPL4;ALAS2;DDX3X;HSP90AB1;RPL32;POMP;RPLP0;SLC2A1;WDR89;PHB2;RPS15;RPS14;TUBA1B;TUBB5;PPP4C;PPP2R1A;GUK1;CHEK2;TXNL4A;YKT6;RRP15;EIF5A;CCT3;HSPA8;HSPA4;RPL22;HSPE1;SOD1;RPS26;AIMP1;EEF1G;DKC1;UNC50;RPL26;RPL29;RPS21
HDSigDB_Mouse_2021	Genes Changed In Endothelial Cells Of zQ175DN Vs WT PMID32681824	25/954	2.343191e-06	5.733008e-05	0	0	3.196614e+00	4.144089e+01	ATF2;SPARC;RPL3;DDX3X;HSP90AB1;POMP;SLC2A1;CRIP2;ACTB;RPS15;TUBB5;LARP1;PODXL;FTH1;G3BP1;HSPA8;RPL41;RPS8;RPL23;CNBP;RPS5;RPL34-PS1;SERBP1;RPL26;ANAPC1
HDSigDB_Mouse_2021	Differentially Expressed Proteins In iPSCs From HD Patient And Controls PMID30713489	8/94	2.498766e-06	6.033205e-05	0	0	1.042812e+01	1.345197e+02	EIF5A;RPLP1;C1QBP;RPL23;SERBP1;RPL29;PHB2;GSPT1
HDSigDB_Mouse_2021	Genes Down-Regulated In Neuro2a Htt25Q-ni Vs Htt72Q-ni Vs Htt72Q-i: Transcriptional Signature 4 PMID28743452	16/435	2.853454e-06	6.800115e-05	0	0	4.408910e+00	5.628847e+01	ATF2;HSPA8;CCT2;NPM1;HSP90AB1;HSPA5;PARP1;RPS8;RPL23;RPLP0;EEF1A1;PPP2R1A;C1QBP;VIM;RPL29;FKBP4
HDSigDB_Mouse_2021	Genes Down-Regulated In Neuro2a Htt25Q-ni Vs Htt72Q-ni Vs Htt72Q-i: Transcriptional Signature 3 PMID28743452	15/385	2.938882e-06	6.913909e-05	0	0	4.664801e+00	5.941781e+01	NPM1;HSP90AB1;PARP1;HSPA4;MKI67;PHB2;ACTB;EEF1A1;ATP5B;GJA1;C1QBP;SERBP1;NF1;POLE;SNX5
HDSigDB_Mouse_2021	Ubiquitinated Soluble Proteins In The Brains Of WT Mice PMID31138642	8/98	3.423813e-06	7.952781e-05	0	0	9.962626e+00	1.253772e+02	EEF1A1;EIF5A;HSPA8;CAR2;RPL3;MDH1;ANXA6;ALDOA
HDSigDB_Mouse_2021	Genes Up-Regulated In WT Treated With PLX3397 Vs Control GSE136158	28/1181	3.795311e-06	8.705495e-05	0	0	2.905264e+00	3.626276e+01	HSP90AB1;CRABP1;CITED4;BCCIP;CRIP2;PHB2;RASIP1;ACTB;DUSP14;ATP5B;PPP4C;PPP2R1A;FTH1;ANXA6;EIF5A;CCT3;MBD3;HSPA8;NDUFA5;MDH1;CNBP;IGFBP2;AIMP1;EIF3L;LPCAT4;RPL29;ALDOA;GAS5
HDSigDB_Mouse_2021	Genes Down-Regulated In HD Markers In Mouse STHdh Cells GSE11358	66/4273	4.102338e-06	9.293568e-05	0	0	2.075222e+00	2.574095e+01	PLVAP;PLXND1;RPL32;MKI67;PHB2;ACTB;NUBP1;DUSP14;MED11;TUBA1B;TUBB5;LGALS1;CHEK2;C1QBP;PHLDA1;POLE;SH3GLB1;EIF5A;UNC45A;CCT3;1810058I24RIK;CCT2;ANXA2;PARP1;DCAKD;IGFBP2;ANXA5;SFRP1;DKC1;NCL;RPL26;ALDOA;CRYAB;GAS5;RNASEH2C;CRABP2;CRABP1;CRIP2;GSPT1;FAM149A;ATP5B;LARP1;PODXL;G3BP1;SNX5;RPL19;NAA50;JAG2;MBD3;RPL41;NPM1;MDH1;HSPA4;CNBP;SOD1;AIMP1;ACTC1;NASP;DLG3;RHEB;FASN;NEDD4;SERBP1;VIM;PKIG;EIF4G2
HDSigDB_Mouse_2021	Genes Down-Regulated In HD iPSCs After 130 D Of Differentiation GSE109534	67/4385	4.866734e-06	1.089080e-04	0	0	2.055332e+00	2.514305e+01	KCNK5;RARG;RPL3;HSP90AB1;RPLP1;CITED4;RPLP0;BCCIP;SLC2A1;RPL8;PHB2;ACTB;NUBP1;GJA1;TUBA1B;TUBB5;ZMYM2;MDK;CHEK2;C1QBP;KDR;TXNL4A;POLE;RRP15;EIF5A;UNC45A;CCT3;TCF15;PARP1;RPS5;IGFBP2;ANXA5;KRT8;MMP9;EEF1A1;SFRP1;DKC1;NCL;1810010H24RIK;FKBP4;ALDOA;ANAPC1;CRABP2;CRABP1;RASIP1;GSPT1;STIP1;ATP5B;LARP1;PPP4C;TCOF1;PODXL;G3BP1;SNX5;CCT5;NAA50;HSPA8;NPM1;MDH1;HSPA4;CNBP;HSPE1;KRT18;ACTC1;NASP;RHEB;SERBP1
HDSigDB_Mouse_2021	Liver RNA M23 Module (Darkturquoise) PMID26900923	17/513	5.571064e-06	1.220219e-04	0	0	3.965134e+00	4.796989e+01	UNC45A;CCT3;CCT2;HSP90AB1;HSPA5;HSPA4;DCAKD;HSPE1;ACTB;GSPT1;NUBP1;DUSP14;STIP1;EIF3L;GUK1;FKBP4;CCT5
HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In Expanded CAG Repeats Vs Control ESCs After 6D Of Neuronal Differentiation GSE9760	29/1275	5.585744e-06	1.220219e-04	0	0	2.788433e+00	3.372691e+01	RARG;SPARC;SLC2A1;RASIP1;GJA1;LGALS1;TMEM88;PODXL;MDK;PCF11;CHEK2;ANXA6;PHLDA1;SH3GLB1;CAR2;BTBD19;ANXA2;IGFBP2;ANXA5;KRT8;IGF2;H19;SFRP1;KRT18;ACTC1;DKC1;EXOC3L;ALDOA;CRYAB
HDSigDB_Mouse_2021	Genes Down-Regulated In Control iPSCs After 100 D Of Differentiation GSE109534	69/4616	7.066642e-06	1.525563e-04	0	0	2.014823e+00	2.389605e+01	RPL4;KCNK5;RARG;RPL3;DDX3X;HSP90AB1;RPLP1;RPLP0;BCCIP;SLC2A1;HBA-A2;RPL8;MKI67;PHB2;ACTB;NUBP1;RPS15;CDH5;GJA1;TUBA1B;TUBB5;ZMYM2;TMEM88;MDK;CHEK2;C1QBP;KDR;TXNL4A;POLE;RRP15;EIF5A;UNC45A;CCT3;TCF15;PARP1;RPS5;ANXA5;KRT8;MMP9;EEF1A1;SFRP1;MYL7;DKC1;NCL;FKBP4;ANAPC1;RNASEH2C;CRABP2;CRABP1;RASIP1;GSPT1;STIP1;LARP1;PPP4C;TCOF1;PODXL;G3BP1;SNX5;CCT5;NAA50;MBD3;HSPA8;NPM1;HSPA4;CNBP;KRT18;NASP;FASN;SERBP1
HDSigDB_Mouse_2021	Genes Enriched In Activated Vs Quiescent NSCs PMID29983386	20/703	7.948112e-06	1.695905e-04	0	0	3.416241e+00	4.011547e+01	NAA50;RPL4;RPL41;NPM1;RPL32;PARP1;RPS8;RPL23;RPS5;RPLP1;RPL22;RPL34-PS1;MKI67;EEF1G;TUBA1B;TUBB5;DKC1;NCL;NEDD4;RPL29
HDSigDB_Mouse_2021	Genes Up-Regulated In Neuro2a Htt25Q-ni Vs Htt72Q-ni Vs Htt72Q-i: Transcriptional Signature 2 PMID28743452	14/377	1.094069e-05	2.307606e-04	0	0	4.413256e+00	5.041271e+01	RPL4;ATF2;HSPA8;HSP90AB1;HSPA5;RPLP0;ACTB;EEF1A1;EEF1G;ATP5B;GJA1;FASN;C1QBP;SERBP1
