,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
42,HDSigDB_Mouse_2021,Genes Down-Regulated In Neuro2a Htt25Q-ni Vs Htt72Q-ni Vs Htt72Q-i: Transcriptional Signature 2 PMID28743452,19/768,5.5010597138472e-06,0.00023168416608784371,0,0,3.670550633167456,44.45245968059189,YWHAE;ARL6IP1;CSNK2A1;ARG1;CCNF;CDC25A;FAM189B;EEF1D;CCDC85B;CBS;NCL;HAND2;NEDD4;G3BP1;RAPGEF5;MEST;UBQLN4;EZH2;TMPO
43,HDSigDB_Mouse_2021,Genes Changed In Meclizine Treated STHdhQ111 Vs Control GSE129143,45/3099,6.3129368573408625e-06,0.0002598347420146432,0,0,2.3346276457723247,27.952285660588043,RPL4;TNFAIP8;SPARC;AHNAK;CRABP2;CCNF;SLC2A1;CPOX;SLC41A1;FURIN;CRIP2;RPL8;WDR89;ACTB;CNN2;CCND3;TUBB5;UBB;FTH1;G3BP1;IGF2BP1;MEST;TMPO;TLE4;EIF5A;RPS9;RRM1;ANXA2;RPS5;COG4;RPL22;VEGFB;HSPE1;AIG1;PDIA6;ETV5;EEF1A1;RPS26;FAM189B;DKC1;NCL;TSR1;RPS20;VIM;RPL29
44,HDSigDB_Mouse_2021,Bna4 Suppressor Deletion In Htt103Q Yeasts Vs Control Htt25Q Strain GSE18644,30/1692,8.479827062381876e-06,0.00034126592911052397,0,0,2.7131008145120385,31.683104315580735,RPL4;YWHAE;DHX8;SLC2A1;CPOX;SLC2A3;WDR89;CNN2;TUBB5;UBB;CBS;PRDX1;RPL13;UBQLN4;EIF5A;RPS9;RRM1;ARG1;RPL22;HSPE1;CDC25A;COPZ1;DHODH;RPS26;DRAP1;DKC1;EEF1D;RPL29;RPS21;MYH7
45,HDSigDB_Mouse_2021,Genes Down-Regulated In Control iPSCs After 80 D Of Differentiation GSE109534,61/4869,9.018796849125523e-06,0.0003550661107340505,0,0,2.1203110556479943,24.629956478479127,YWHAE;TNFAIP8;DOCK8;RPLP1;CCNF;SLC2A1;CPOX;SLC2A3;RPL8;ACTB;CDH5;TUBB5;MDK;KDR;GRB10;TMPO;EIF5A;ACTR2;RPS9;RPS5;KRT8;PDIA6;SENP3;CDC25A;ETV5;EEF1A1;FAM189B;MYL7;DKC1;EEF1D;SLC25A19;NCL;PFN1;DCTPP1;SNRPA;CRABP2;CRABP1;FURIN;RASIP1;CNN2;PDF;UBB;CCDC85B;CBS;PRDX1;G3BP1;IGF2BP1;ANO10;CNNM3;RRM1;WDR18;HSPE1;ZWINT;DHODH;KRT18;ARMC10;ABI3;SERBP1;TSR1;MAN2B1;EZH2
46,HDSigDB_Mouse_2021,Up-regulated Insoluble Proteins In Cerebellum Of 12 Wk R6/2 Mice PXD004973,5/38,9.424142846541157e-06,0.00036313027010821344,0,0,20.564549605645496,237.97781661092628,TUBB5;ACTC1;KRT18;RPL13;RPS20
47,HDSigDB_Mouse_2021,Genes Down-Regulated In Expression In Expanded CAG Repeats Vs Control ESCs After 6D Of Neuronal Differentiation GSE9760,25/1275,1.0115505970378246e-05,0.00038164961067406255,0,0,2.9522222222222223,33.95480990501085,SPARC;BEX1;AHNAK;SLC2A1;SLC2A3;RASIP1;CNN2;CCND3;MDK;CCDC85B;GRB10;ANXA2;KRT8;IGF2;VEGFB;ZWINT;ETV5;H19;FRMD5;KRT18;ACTC1;DKC1;EEF1D;FKBP9;MYH7
48,HDSigDB_Mouse_2021,Genes Up-Regulated In Diacylglycerol Kinase Inhibitor II Treated STHdhQ111 Vs Control GSE129143,40/2653,1.0328633326829348e-05,0.000381737856222203,0,0,2.377026854638795,27.289672127556393,RPL4;CRABP2;RPLP1;BTF3L4;SLC2A1;CPOX;RPL8;RASIP1;UBB;FTH1;G3BP1;KDR;UBQLN4;EIF5A;RPS9;RPS5;WDR18;CCDC58;RPL22;VEGFB;HSPE1;AIG1;RPL34-PS1;PDIA6;SENP3;ETV5;EEF1A1;RPS26;DKC1;NCL;RPA3;SERBP1;NDUFAB1;TSR1;RPS20;MAN2B1;RPL29;RPS21;DCTPP1;SNRPA
49,HDSigDB_Mouse_2021,Genes Down-Regulated In Friedreich Ataxia iPSCs Expression Vs HDF Cell Line GSE22651,55/4237,1.1680455117765155e-05,0.0004230660843654539,0,0,2.1463140642435836,24.3769629134715,YWHAE;COX7B;ARL6IP1;CCNF;SLC2A1;SLC2A3;RPL8;MDK;KDR;TMPO;CSNK2A1;KRT8;CDC25A;FRMD5;TRAPPC6A;MYL7;DKC1;SLC25A19;NCL;PPIG;RPL29;DCTPP1;SNRPA;BEX1;DHX8;CRABP1;BTF3L4;RASIP1;OSGEP;PDF;ZNHIT3;CBS;PRDX1;G3BP1;IGF2BP1;RPL13;MCMBP;MEST;CNNM3;RPL41;RRM1;WDR18;CCDC58;HSPE1;ZWINT;DLK1;DHODH;RPS26;KRT18;ACTC1;ARMC10;RPA3;SERBP1;NDUFAB1;EZH2
50,HDSigDB_Mouse_2021,Genes Up-Regulated In Human Symptomatic HD BA9 Vs Control GSE129473,44/3084,1.3179476844668108e-05,0.0004680006385430185,0,0,2.2737211018199703,25.54946233270681,RPL4;TNFAIP8;SPARC;AHNAK;CRABP2;DOCK8;RPLP1;CRABP1;SLC2A1;SLC41A1;RPL8;CNN2;CDH5;CCND3;PRDX1;G3BP1;KDR;RPL13;MCMBP;TMPO;RPL41;ANXA2;ARG1;RPS5;RPL22;KRT8;IGF2;HSPE1;PDIA6;CDC25A;EEF1A1;RPS26;KRT18;HAND2;NEDD4;SERBP1;ESAM;RPS20;HOXD4;VIM;RPL29;RPS21;SNRPA;MYH7
51,HDSigDB_Mouse_2021,Neuro2a Htt72Q-i Vs Htt25Q-ni PMID28743452,56/4377,1.4424675341533428e-05,0.0004779009937043573,0,0,2.1183400528630068,23.61222621787162,RPL4;ARL6IP1;RPLP1;CCNF;SLC2A1;SLC2A3;RPL8;ACTB;MDK;FTH1;TMPO;TRIM67;RPS9;ANXA2;RPS5;RPL22;CDC25A;EEF1A1;FAM189B;FRMD5;TRAPPC6A;DKC1;EEF1D;NCL;HAND2;PPIG;RAPGEF5;DCTPP1;AHNAK;CRABP1;BTF3L4;CRIP2;CNN2;PDF;UBB;G3BP1;RPL13;MCMBP;MEST;UBQLN4;RPL41;RRM1;CCDC58;AIG1;ZWINT;DHODH;RPS26;DRAP1;TMEM54;RPA3;NEDD4;TSR1;RPS20;CALM2;RPS21;EZH2
52,HDSigDB_Mouse_2021,Down-regulated Genes In HD Fibroblasts After Neuronal Differentiation GSE84013,40/2691,1.4508812545209587e-05,0.0004779009937043573,0,0,2.337788561854952,26.04472804640987,RPL4;TNFAIP8;SPARC;AHNAK;RPLP1;SLC2A1;FURIN;CRIP2;RPL8;ACTB;CNN2;TUBB5;MDK;CBS;PRDX1;G3BP1;RPL13;ANO10;RPS9;RPL41;ANXA2;RPS5;RPL22;KRT8;PDIA6;ZWINT;EEF1A1;RPS26;DRAP1;DKC1;EEF1D;PMP22;RPS20;MAN2B1;FKBP9;VIM;RPL29;PFN1;CALM2;RPS21
53,HDSigDB_Mouse_2021,Mutant And Wild Type Cytoplasmic HTT Interacting Proteins PMID22556411,12/350,1.451195255909439e-05,0.0004779009937043573,0,0,4.983440466561662,55.51820755795611,RPL4;ACTR2;RPS9;ACTC1;EEF1D;RPLP1;SERBP1;G3BP1;RPL13;RPS20;RPS21;ACTB
54,HDSigDB_Mouse_2021,Down-regulated Genes In Gonadal Adipose Tissue Of 6 Mon HD Q175 Mice Vs WT GSE76752,47/3407,1.4513834706648068e-05,0.0004779009937043573,0,0,2.2177855998168496,24.707036983436165,RPL4;YWHAE;SNORD15B;COX7B;TNFAIP8;RPLP1;BTF3L4;RPL8;OSGEP;PDF;ZNHIT3;FTH1;PRDX1;RPL13;ANO10;POLR2G;EIF5A;RPS9;RPL41;RPS5;WDR18;CCDC58;RPL22;VEGFB;HSPE1;RPL34-PS1;COX6C;SENP3;COPZ1;ZWINT;EEF1A1;RPS26;DRAP1;TRAPPC6A;ARMC10;DKC1;EEF1D;RPA3;NDUFS4;NDUFAB1;RPS20;CYTB;RPL29;PFN1;RPS21;DCTPP1;SNRPA
55,HDSigDB_Mouse_2021,Genes Down-Regulated In HD iPSCs After 130 D Of Differentiation GSE109534,56/4385,1.5255477181785746e-05,0.0004933512352895355,0,0,2.1133360080728503,23.438105073046984,TNFAIP8;DOCK8;RPLP1;CCNF;SLC2A1;CPOX;SLC2A3;RPL8;ACTB;TUBB5;MDK;KDR;GRB10;TMPO;TLE4;EIF5A;RPS9;RPS5;KRT8;PDIA6;CDC25A;EEF1A1;FAM189B;TRAPPC6A;DKC1;SLC25A19;NCL;PFN1;RAPGEF5;SNRPA;CRABP2;CRABP1;RASIP1;CNN2;PDF;UBB;CCDC85B;CBS;PRDX1;G3BP1;IGF2BP1;ANO10;CNNM3;WDR18;CCDC58;HSPE1;ZWINT;KRT18;ACTC1;ARMC10;ABI3;RPA3;SERBP1;NDUFAB1;TSR1;MAN2B1
56,HDSigDB_Mouse_2021,Imprinted Genes Expressed In Rostral And Caudal Serotonergic Neurons PMID20071532,5/43,1.7532592123739825e-05,0.0005570442865981197,0,0,17.85418168709445,195.52916022033048,H19;PEG3;GRB10;MEST;DLK1
57,HDSigDB_Mouse_2021,Genes Up-Regulated In Neuro2a Htt25Q-ni Vs Htt72Q-ni Vs Htt72Q-i: Transcriptional Signature 3 PMID28743452,11/303,1.9734067852922673e-05,0.000616179256580051,0,0,5.2624021526418785,57.008465991136866,YWHAE;ANXA2;EEF1D;RPLP1;G3BP1;KRT8;VIM;UBQLN4;ACTB;ZWINT;EZH2
58,HDSigDB_Mouse_2021,Insoluble Proteins Enriched In Striatum Of 12 Wk R6/2 Mice Vs WT PMID29166617,6/75,2.1978616931285418e-05,0.0006635620662882697,0,0,11.862068965517242,127.22591531091696,EIF5A;EEF1A1;TUBB5;ACTC1;VIM;ACTB
59,HDSigDB_Mouse_2021,Differentially Expressed Insoluble Proteins In Cerebellum Of 12 Wk R6/2 Mice PXD004973,5/45,2.198438651424417e-05,0.0006635620662882697,0,0,16.959760273972602,181.89644880112257,TUBB5;ACTC1;KRT18;RPL13;RPS20
60,HDSigDB_Mouse_2021,ABeta-induced Microglial Genes PMID14612454,14/492,2.2518611827175668e-05,0.0006685443609674612,0,0,4.141251565220047,44.31623037943305,EIF5A;YWHAE;RPL41;RPS5;RPLP1;HSPE1;RPL8;COX6C;FTH1;PRDX1;RPL13;RPS20;CALM2;SNRPA
61,HDSigDB_Mouse_2021,Genes Down-Regulated In Expression In Normal iPSCs-derived Neurons Vs iPSCs GSE65399,40/2759,2.60981878260805e-05,0.000762319647629545,0,0,2.2703100305159887,23.960045370958436,TNFAIP8;RPLP1;CCNF;SLC2A3;RPL8;RASIP1;CNN2;CBS;PRDX1;G3BP1;KDR;ANO10;MEST;CNNM3;WDR18;CCDC58;KRT8;HSPE1;AIG1;CDC25A;ZWINT;RPS26;TRAPPC6A;MYL7;KRT18;ACTC1;ARMC10;TMEM54;DKC1;SLC25A19;NCL;RPA3;SERBP1;NDUFAB1;TSR1;RPL29;PFN1;RPS21;DCTPP1;SNRPA
62,HDSigDB_Mouse_2021,Genes Down-Regulated In Endothelial Cells Of HD Patients Vs Control PMID32681824,17/717,3.0471381694303585e-05,0.0008759313055299015,0,0,3.470501066098081,36.08877793855827,TLE4;RPS9;RPL41;RPS5;RPLP1;SLC2A1;RPL8;COX6C;ACTB;EEF1A1;RPS26;UBB;FTH1;PRDX1;RPL13;VIM;RPL29
63,HDSigDB_Mouse_2021,Insoluble Proteins Enriched In Hippocampus Of 12 Wk R6/2 Mice Vs WT PMID29166617,9/212,3.4296844849952575e-05,0.0009704935316135018,0,0,6.1338375078054534,63.058653939498456,EEF1A1;EIF5A;TUBB5;ACTC1;UBB;SERBP1;VIM;ACTB;TMPO
64,HDSigDB_Mouse_2021,Myotonic Dystrophy 2 Vs Non-Myotonic Dystrophy Markers In Human Skeletal Muscle GSE48828,14/513,3.557707221256408e-05,0.0009912319657992854,0,0,3.9626698652780017,40.59283388999141,SPARC;ANXA2;IGF2;SLC2A3;DLK1;CNN2;TUBB5;FTH1;NEDD4;PMP22;KDR;GRB10;VIM;CALM2
65,HDSigDB_Mouse_2021,Ribosomal Subunit Gene Module From Cerebral Cortex PMID18849986,4/27,4.786279822233523e-05,0.0013022073745822,0,0,23.45578231292517,233.31870130437343,RPLP1;RPS5;RPS20;RPS21
66,HDSigDB_Mouse_2021,Genes Up-Regulated In Control Vs Mitomycin Treated NSCs GSE24116,33/2138,4.8176639479298054e-05,0.0013022073745822,0,0,2.357389588952856,23.433952550650133,RPL4;YWHAE;COX7B;CCNF;CPOX;WDR89;ACTB;ZNHIT3;G3BP1;MCMBP;UBQLN4;TMPO;TRIM67;EIF5A;RRM1;WDR18;CCDC58;HSPE1;COX6C;CDC25A;ETV5;DHODH;ARMC10;EEF1D;RPA3;SERBP1;NDUFS4;NDUFAB1;TSR1;FKBP9;DCTPP1;SNRPA;EZH2
67,HDSigDB_Mouse_2021,Genes Down-Regulated In Myotonic Dystrophy 2 Vs Non-Myotonic Dystrophy Markers In Human Skeletal Muscle GSE48828,11/336,5.068646283697028e-05,0.001349899767614,0,0,4.720087912087912,46.68096940584966,CNN2;TUBB5;SPARC;ANXA2;FTH1;PMP22;KDR;IGF2;SLC2A3;VIM;CALM2
68,HDSigDB_Mouse_2021,Genes Up-Regulated In Neuro2a Htt72Q-i Vs Htt25Q-ni PMID28743452,25/1411,5.480789717182411e-05,0.0014385087214228,0,0,2.6430690121166314,25.93293749404685,RPL4;RPLP1;CRABP1;SLC2A1;SLC2A3;RPL8;ACTB;CNN2;UBB;FTH1;RPL13;RPS9;RPL41;ANXA2;RPS5;CCDC58;RPL22;AIG1;ZWINT;EEF1A1;RPS26;DRAP1;TRAPPC6A;RPS20;RPS21
69,HDSigDB_Mouse_2021,Ribosome Gene Module From Mouse Brain PMID20616000,7/129,5.634303040068186e-05,0.001457674686509,0,0,7.860257285974499,76.9051660919273,RPS26;COX7B;RPS5;NDUFS4;RPL8;COX6C;HSPE1
70,HDSigDB_Mouse_2021,Genes Down-Regulated In Friedreich Ataxia iPSCs Expression Vs IMR90 Cell Line GSE22651,58/4813,5.820122604844188e-05,0.0014702620952234,0,0,1.9796976583788428,19.305227876098428,YWHAE;COX7B;ARL6IP1;RPLP1;CCNF;SLC2A3;RPL8;WDR89;MDK;KDR;GRB10;TMPO;CSNK2A1;KRT8;CDC25A;FRMD5;TRAPPC6A;MYL7;DKC1;SLC25A19;NCL;PPIG;DCTPP1;SNRPA;BEX1;CRABP2;CRABP1;BTF3L4;RASIP1;OSGEP;PDF;ZNHIT3;CBS;PRDX1;G3BP1;IGF2BP1;RPL13;MCMBP;POLR2G;MEST;CNNM3;RRM1;WDR18;CCDC58;HSPE1;ZWINT;RPS26;H19;KRT18;ACTC1;ARMC10;ABI3;RPA3;SERBP1;VPS41;NDUFAB1;RPS20;EZH2
71,HDSigDB_Mouse_2021,Up-regulated Genes In The Heart Of Dox Treated FRDAkd Mice At 16 Wk GSE98790,15/608,5.874738240183078e-05,0.0014702620952234,0,0,3.581489931554409,34.89182028613288,RRM1;SPARC;ARL6IP1;ANXA2;ARG1;RPS5;ACTB;RPS26;TUBB5;PRDX1;PMP22;MAN2B1;VIM;PFN1;CALM2
72,HDSigDB_Mouse_2021,Genes Down-Regulated In HD iPSCs After 80 D Of Differentiation GSE109534,57/4702,5.926512034859784e-05,0.0014702620952234,0,0,1.9848109383230652,19.319136655407785,TNFAIP8;DOCK8;CCNF;SLC2A1;CPOX;SLC2A3;RPL8;ACTB;CDH5;TUBB5;MDK;KDR;GRB10;TMPO;EIF5A;ACTR2;RPS9;CSNK2A1;KRT8;PDIA6;CDC25A;ETV5;EEF1A1;FAM189B;DKC1;SLC25A19;NCL;SPECC1L;PFN1;RAPGEF5;SNRPA;CRABP2;CRABP1;SLC41A1;FURIN;RASIP1;CNN2;PDF;UBB;CCDC85B;CBS;PRDX1;G3BP1;IGF2BP1;ANO10;CNNM3;WDR18;CCDC58;ZWINT;DHODH;KRT18;ACTC1;ARMC10;ABI3;SERBP1;TSR1;MAN2B1
73,HDSigDB_Mouse_2021,Up-regulated Genes In The Heart Of Dox Treated FRDAkd Vs WT Mice At 12 Wk GSE98790,13/471,6.092152974904754e-05,0.0014909309510206,0,0,3.988402632744763,38.71113251362322,RRM1;SPARC;ARL6IP1;ANXA2;IGF2;ACTB;EEF1A1;RPS26;H19;TUBB5;PMP22;MAN2B1;VIM
74,HDSigDB_Mouse_2021,Cerebrospinal Fluid Proteome Of WT And HD R6/2 Mice PMID29166617,18/845,7.073375234481197e-05,0.0017079843399527,0,0,3.11294560464038,29.74913766564956,EIF5A;YWHAE;ACTR2;SPARC;RPS5;RPLP1;IGF2;HSPE1;ACTB;EEF1A1;CDH5;ACTC1;UBB;NCL;PRDX1;SERBP1;PPIG;VIM
75,HDSigDB_Mouse_2021,Plasma Membrane Protein Composition PMID16615899,9/234,7.368625392100103e-05,0.0017558658664596,0,0,5.527887323943662,52.60168584491541,EEF1A1;ACTR2;RPS9;KRT18;NCL;KRT8;VIM;RPL8;RPS21
76,HDSigDB_Mouse_2021,Expression In Quadriceps Muscle Of Clcn1 Null Myotonic Dystrophy Mice (MOE430A Array) GSE14691,16/699,7.993959405775502e-05,0.0018801377251765,0,0,3.3258066265386907,31.3764555230234,AHNAK;CSNK2A1;IGF2;SLC2A1;SLC41A1;DRAP1;FAM189B;ACTC1;ZNHIT3;NEDD4;SERBP1;VPS41;PMP22;VIM;CALM2;MYH7
77,HDSigDB_Mouse_2021,Genes Enriched In Activated Vs Quiescent NSCs PMID29983386,16/703,8.543335229460604e-05,0.0019835871923786,0,0,3.305752331662084,30.967540714289704,RPL4;RPL41;RRM1;RPS5;RPLP1;RPL22;RPL34-PS1;CDC25A;TUBB5;ARMC10;DKC1;NCL;NEDD4;GRB10;RPL29;TMPO
78,HDSigDB_Mouse_2021,Genes Up-Regulated In Striatal Cholinergic Interneurons Of HdhQ111 Vs HdhQ20 PMID32681824,13/489,8.88802544716788e-05,0.0020313004926075,0,0,3.834018389964682,35.7645691325993,RPL4;EIF5A;YWHAE;RPL41;VEGFB;COPZ1;ZWINT;SLC25A19;NDUFS4;VPS41;FLYWCH1;PFN1;CALM2
79,HDSigDB_Mouse_2021,Top 50 Human Platelet-Expressed Genes PMID18839115,5/60,8.97316617386016e-05,0.0020313004926075,0,0,12.325031133250311,114.8531058862675,RPL41;SPARC;UBB;FTH1;ACTB
80,HDSigDB_Mouse_2021,Genes Down-Regulated In Expression In Friedreich Ataxia iPSCs-derived Neurons Vs iPSCs GSE65399,41/3020,9.188397129987568e-05,0.0020543440990626,0,0,2.110744911349141,19.619340091258454,YWHAE;TNFAIP8;BEX1;CRABP2;CCNF;CPOX;SLC41A1;SLC2A3;RPL8;RASIP1;CBS;PRDX1;KDR;RPL13;ANO10;MEST;CNNM3;RPL41;WDR18;CCDC58;KRT8;HSPE1;AIG1;CDC25A;EEF1A1;RPS26;TRAPPC6A;MYL7;KRT18;ARMC10;TMEM54;DKC1;SLC25A19;RPA3;SERBP1;MAN2B1;RPL29;PFN1;RPS21;DCTPP1;SNRPA
81,HDSigDB_Mouse_2021,Genes Down-Regulated In Friedreich Ataxia iPSCs Expression Vs SC31-MSC Cell Line GSE22651,56/4693,0.00011310280149391743,0.0024979167500668,0,0,1.9338092913975689,17.572937715671348,RPL4;YWHAE;COX7B;ARL6IP1;RPLP1;CCNF;SLC2A3;WDR89;MDK;KDR;TMPO;CSNK2A1;KRT8;CDC25A;TRAPPC6A;MYL7;DKC1;SLC25A19;NCL;PPIG;RPL29;DCTPP1;SNRPA;BEX1;CRABP2;CRABP1;BTF3L4;RASIP1;OSGEP;PDF;UBB;ZNHIT3;CBS;PRDX1;G3BP1;IGF2BP1;RPL13;MEST;CNNM3;RRM1;CCDC58;HSPE1;COX6C;ZWINT;DLK1;DHODH;RPS26;KRT18;ACTC1;ARMC10;RPA3;SERBP1;VPS41;NDUFAB1;RPS20;EZH2
82,HDSigDB_Mouse_2021,Genes Up-Regulated In Genes Changed In Fragile X Syndrome iPSCs Vs Fibroblasts GSE21348,26/1584,0.00013407436956927024,0.0029254058227704,0,0,2.441930680359435,21.77497893360316,BEX1;CRABP2;ARL6IP1;CRABP1;CCNF;SLC2A1;SLC2A3;WDR89;MDK;CBS;KDR;IGF2BP1;MEST;TMPO;CSNK2A1;KRT8;IGF2;DLK1;H19;KRT18;RPA3;TSPAN18;RAPGEF5;DCTPP1;SNRPA;EZH2
83,HDSigDB_Mouse_2021,Genes Up-Regulated In Neuro2a Htt25Q-ni Vs Htt72Q-ni Vs Htt72Q-i: Transcriptional Signature 2 PMID28743452,11/377,0.00014074799538686865,0.0030049297413076,0,0,4.1825331772053085,37.09296083185562,EEF1A1;RPL4;CNN2;YWHAE;RPS9;SERBP1;IGF2BP1;UBQLN4;ACTB;ZWINT;EZH2
84,HDSigDB_Mouse_2021,Up-regulated Genes In HD NPCs Vs Control NPCs GSE95343,26/1589,0.00014103756378307548,0.0030049297413076,0,0,2.43345361484325,21.57617825437922,RPL4;SPARC;AHNAK;CRABP2;RPLP1;RPL8;CCND3;G3BP1;RPL13;MEST;RPL41;RPS5;RPL22;EEF1A1;H19;FAM189B;ACTC1;EEF1D;NCL;PMP22;RPS20;MAN2B1;CYTB;PFN1;RPS21;MYH7
85,HDSigDB_Mouse_2021,Genes Up-Regulated In dSPNs Of HdhQ170 Vs HdhQ20 PMID32681824,10/318,0.0001556178185643333,0.0032770217374419,0,0,4.499631574099659,39.45325307123934,EEF1A1;DRAP1;RPL4;RPS9;COX7B;PRDX1;RPLP1;RPL13;RPS20;ZWINT
86,HDSigDB_Mouse_2021,Expression In 10 Wk Frataxin KO Friedreich Ataxia Mice GSE31208,48/3854,0.00016261395647939385,0.0033849870710825,0,0,1.964358779443801,17.13732436658551,RPL4;YWHAE;TNFAIP8;SPARC;BEX1;RPLP1;CRIP2;ACTB;OSGEP;PDF;ZNHIT3;PRDX1;ANO10;TLE4;ANXA2;CSNK2A1;WDR18;RPL22;IGF2;HSPE1;AIG1;COX6C;ZWINT;ETV5;EEF1A1;H19;FRMD5;MYL7;KRT18;EEF1D;SLC25A19;NCL;RPA3;SERBP1;NDUFS4;VPS41;NDUFAB1;PMP22;TSR1;ESAM;RPS20;PPIG;VIM;CALM2;RPS21;DCTPP1;EZH2;MYH7
87,HDSigDB_Mouse_2021,Genes Down-Regulated In Mbf1 Suppressor Deletion In Htt103Q Yeasts Vs Control Htt25Q Strain GSE18644,19/987,0.00016596353571422218,0.0034154541270279,0,0,2.8075616704232407,24.436293714623975,RPL4;ACTR2;RPS9;ARG1;RPLP1;RPL22;SLC2A1;SLC2A3;HSPE1;WDR89;COPZ1;RPS26;DRAP1;CNN2;UBB;PRDX1;RPL29;RPS21;SNRPA
88,HDSigDB_Mouse_2021,Insoluble Proteins Enriched In Cerebellum Of 12 Wk R6/2 Mice Vs WT PMID29166617,6/109,0.00017911762709805606,0.0036447418278042,0,0,7.932775359892869,68.43976424639688,EEF1A1;TUBB5;ACTC1;KRT8;VIM;ACTB
89,HDSigDB_Mouse_2021,Genes Down-Regulated In Control iPSCs After 60 D Of Differentiation GSE109534,54/4544,0.000181475668126645,0.0036516937219706,0,0,1.90431428374624,16.40450396732421,TNFAIP8;DOCK8;RPLP1;CCNF;SLC2A1;CPOX;SLC2A3;RPL8;ACTB;MDK;KDR;GRB10;EIF5A;RPS9;KRT8;PDIA6;SENP3;CDC25A;ETV5;FAM189B;MYL7;DKC1;SLC25A19;NCL;PFN1;DCTPP1;SNRPA;CRABP2;CRABP1;FURIN;RASIP1;CNN2;PDF;UBB;CCDC85B;CBS;PRDX1;G3BP1;IGF2BP1;ANO10;WDR18;HSPE1;AIG1;ZWINT;DHODH;KRT18;ACTC1;ARMC10;ABI3;RPA3;SERBP1;NDUFAB1;TSR1;MAN2B1
90,HDSigDB_Mouse_2021,Expression In Mbnl1/2 KO MEFs Treated With Mbnl3 siRNA Vs Untreated WT MEFs GSE60487,26/1622,0.00019570299559648876,0.003894704670607,0,0,2.3788370927318296,20.312681493030205,TNFAIP8;BEX1;AHNAK;ARL6IP1;DHX8;FURIN;ACTB;PDF;KDR;GRB10;ANO10;EIF5A;RPL41;ANXA2;RPS5;VEGFB;COX6C;COPZ1;KRT18;EEF1D;SERBP1;RPS20;MAN2B1;DCTPP1;SNRPA;EZH2
91,HDSigDB_Mouse_2021,Endoplasmic Reticulum Protein Composition PMID16615899,8/215,0.0002334054728083494,0.0045905058798857,0,0,5.308469308469308,44.39331353675252,EEF1A1;NCL;PRDX1;SERBP1;BTF3L4;G3BP1;CRIP2;RPL8
92,HDSigDB_Mouse_2021,Genes Up-Regulated In Meclizine Treated STHdhQ111 Vs Control GSE129143,25/1548,0.00023573553110401533,0.0045905058798857,0,0,2.387466258116291,19.94202818999288,RPL4;CRABP2;SLC2A1;CPOX;RPL8;WDR89;UBB;FTH1;G3BP1;EIF5A;RPS9;RPS5;RPL22;VEGFB;HSPE1;AIG1;PDIA6;ETV5;EEF1A1;RPS26;DKC1;NCL;TSR1;RPS20;RPL29
93,HDSigDB_Mouse_2021,Up-regulated Insoluble Proteins In Cerebral Cortex Of 12 Wk R6/2 Mice PXD004973,10/341,0.0002726996375685314,0.0052360571718595,0,0,4.182040239120653,34.32258804341154,EIF5A;ACTC1;EEF1D;RPS5;PRDX1;HBA-X;KRT8;RPS20;VIM;ACTB
94,HDSigDB_Mouse_2021,Genes Down-Regulated In Myotonic Dystrophy 2 Markers In Human Skeletal Muscle E-D-7014,42/3281,0.00027466892950119253,0.0052360571718595,0,0,1.9759751424015228,16.20288566776707,SLC2A3;FURIN;CRIP2;RPL8;WDR89;CCND3;TUBB5;UBB;CCDC85B;FTH1;RPL13;ANO10;CNNM3;UBQLN4;TMPO;EIF5A;RPS9;ANXA2;RPS5;COG4;WDR18;HSPE1;SENP3;COPZ1;ETV5;DRAP1;H19;FAM189B;TRAPPC6A;DKC1;EEF1D;SLC25A19;RPA3;PMP22;ESAM;MAN2B1;FLYWCH1;RPL29;PFN1;RPS21;DCTPP1;SNRPA
95,HDSigDB_Mouse_2021,Genes Up-Regulated In Sodium Butyrate Treated STHdhQ111 Vs Control GSE129143,32/2251,0.0002969502956843363,0.0056018435987951,0,0,2.136476041520709,17.352342586090206,RPL4;COX7B;CRABP2;RPLP1;RASIP1;ACTB;UBB;CCDC85B;CBS;FTH1;PRDX1;EIF5A;RPL41;RPS5;RPL22;IGF2;AIG1;RPL34-PS1;COX6C;PDIA6;RPS26;FAM189B;FRMD5;TRAPPC6A;NDUFAB1;RPS20;PPIG;RPL29;CALM2;RPS21;PRRT4;DCTPP1
96,HDSigDB_Mouse_2021,Genes Down-Regulated In Expression In Normal Human Brain Vs Other Fetal Tissues GSE65399,42/3300,0.0003115236309953118,0.0058161783065207,0,0,1.9622045381587172,15.84290882596244,COX7B;TNFAIP8;SPARC;AHNAK;CRABP2;DOCK8;RPLP1;HBA-X;SLC2A1;CPOX;RASIP1;CNN2;CDH5;CCND3;MDK;G3BP1;MEST;TMPO;ANXA2;CCDC58;KRT8;IGF2;HSPE1;PDIA6;CDC25A;ZWINT;DLK1;RPS26;H19;TRAPPC6A;KRT18;ACTC1;ABI3;EEF1D;RPA3;HAND2;NEDD4;PMP22;ESAM;VIM;RPL29;PFN1
